2000,1001,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2001,1002,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2002,1003,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2003,1004,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2004,1005,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2005,1006,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2006,1007,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2007,1008,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2008,1009,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2009,1010,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2010,1011,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2011,1012,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2012,1013,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2013,1014,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2014,1015,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2015,1016,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2016,1017,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2017,1018,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2018,1019,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2019,1020,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2020,1021,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2021,1022,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2022,1023,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2023,1024,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2024,1025,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2025,1026,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2026,1027,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2027,1028,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2028,1029,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2029,1030,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2030,1031,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2031,1032,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2032,1033,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2033,1034,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2034,1035,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2035,1036,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2036,1037,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2037,1038,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2038,1039,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2039,1040,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2040,1041,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2041,1042,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2042,1043,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2043,1044,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2044,1045,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2045,1046,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2046,1047,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2047,1048,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2048,1049,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2049,1050,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2050,1051,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2051,1052,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2052,1053,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2053,1054,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2054,1055,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2055,1056,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2056,1057,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2057,1058,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2058,1059,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2059,1060,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2060,1061,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2061,1062,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
2062,1063,10000,1,-1,-,1412103600,4096483201,,10,2,,1,,1,,
